point_id,latitude,longitude,arrondissement,heat_class,heat_label,total_features,collisions_n,collisions_victimes,collisions_morts,collisions_blesses_graves,collisions_blesses_legers,collisions_gravite_pire,permis_n,permis_logements,permis_types_top,entraves_n,entraves_actives,entraves_raisons_top,entraves_fin_derniere,arbres_n,arbres_especes_top,arbres_dhp_moyen,emplacements_arbres_n
P00001,45.512,-73.5846,Ville-Marie,1,Îlot de fraîcheur,4,0,0,0,0,0,,0,0,,0,0,,,2,Caryer cordiforme(2),5,2
P00002,45.512,-73.5844,Ville-Marie,2,Température plus froide que la moyenne,2,0,0,0,0,0,,0,0,,0,0,,,1,Ostryer de Virginie(1),5,1
P00003,45.512,-73.5814,Ville-Marie,2,Température plus froide que la moyenne,4,0,0,0,0,0,,0,0,,0,0,,,2,Micocoulier occidental(2),31,2
P00004,45.512,-73.5812,Ville-Marie,2,Température plus froide que la moyenne,2,0,0,0,0,0,,0,0,,0,0,,,1,Micocoulier occidental(1),31,1
P00005,45.512,-73.5798,Ville-Marie,3,Température plus proche de la moyenne,2,0,0,0,0,0,,0,0,,0,0,,,1,Érable argenté(1),50,1
P00006,45.512,-73.5788,Ville-Marie,3,Température plus proche de la moyenne,4,0,0,0,0,0,,0,0,,0,0,,,2,Févier Shademaster(2),5,2
P00007,45.512,-73.5778,Le Plateau-Mont-Royal,4,Température plus chaude que la moyenne (à risque),2,0,0,0,0,0,,0,0,,0,0,,,1,Chêne à gros fruits(1),13,1
P00008,45.512,-73.5776,Le Plateau-Mont-Royal,4,Température plus chaude que la moyenne (à risque),4,0,0,0,0,0,,0,0,,0,0,,,2,Chêne à gros fruits(1); Ostryer de Virginie(1),7.5,2
P00009,45.512,-73.577,Le Plateau-Mont-Royal,3,Température plus proche de la moyenne,2,0,0,0,0,0,,0,0,,0,0,,,1,Érable argenté(1),51,1
P00010,45.512,-73.5766,Le Plateau-Mont-Royal,3,Température plus proche de la moyenne,2,0,0,0,0,0,,0,0,,0,0,,,1,Ginkgo à feuilles bilobées(1),5,1
P00011,45.512,-73.5752,Le Plateau-Mont-Royal,3,Température plus proche de la moyenne,2,0,0,0,0,0,,0,0,,0,0,,,1,Érable argenté(1),28,1
P00012,45.512,-73.575,Le Plateau-Mont-Royal,3,Température plus proche de la moyenne,6,0,0,0,0,0,,4,0,Transformation combinée(4),0,0,,,1,Érable argenté(1),19,1
P00013,45.512,-73.5748,Le Plateau-Mont-Royal,4,Température plus chaude que la moyenne (à risque),4,1,0,0,0,0,Dommages matériels,1,0,Transformation combinée(1),0,0,,,1,Orme hybride 'Morton Sarlwart' (Commendation TM)(1),5,1
P00014,45.512,-73.5744,Le Plateau-Mont-Royal,4,Température plus chaude que la moyenne (à risque),2,0,0,0,0,0,,0,0,,0,0,,,1,Orme Princeton(1),5,1
P00015,45.512,-73.5742,Le Plateau-Mont-Royal,4,Température plus chaude que la moyenne (à risque),2,0,0,0,0,0,,0,0,,0,0,,,1,Aulne glutineux(1),14,1
P00016,45.512,-73.574,Le Plateau-Mont-Royal,4,Température plus chaude que la moyenne (à risque),1,0,0,0,0,0,,1,0,Transformation combinée(1),0,0,,,0,,,0
P00017,45.512,-73.573,Le Plateau-Mont-Royal,4,Température plus chaude que la moyenne (à risque),11,0,0,0,0,0,,11,0,Transformation combinée(6); Autorisation d'Abattage(2); T4:Transf. int. RBQ/NEXEMP(2),0,0,,,0,,,0
P00018,45.512,-73.5718,Le Plateau-Mont-Royal,4,Température plus chaude que la moyenne (à risque),1,0,0,0,0,0,,1,0,Transformation combinée(1),0,0,,,0,,,0
P00019,45.512,-73.5716,Le Plateau-Mont-Royal,4,Température plus chaude que la moyenne (à risque),1,0,0,0,0,0,,1,0,Transformation combinée(1),0,0,,,0,,,0
P00020,45.512,-73.5712,Le Plateau-Mont-Royal,3,Température plus proche de la moyenne,2,0,0,0,0,0,,0,0,,0,0,,,1,Ostryer de Virginie(1),5,1
P00021,45.512,-73.5702,Le Plateau-Mont-Royal,4,Température plus chaude que la moyenne (à risque),7,0,0,0,0,0,,7,0,Transformation combinée(4); Autorisation d'Abattage(1); T4:Transf. int. RBQ/NEXEMP(1),0,0,,,0,,,0
P00022,45.512,-73.5696,Le Plateau-Mont-Royal,4,Température plus chaude que la moyenne (à risque),56,53,21,0,1,20,Grave,3,0,Transformation combinée(2); Transformation(1),0,0,,,0,,,0
P00023,45.512,-73.5686,Ville-Marie,5,Îlot de chaleur,2,0,0,0,0,0,,0,0,,0,0,,,1,Orme Morton (Accolade TM)(1),5,1
P00024,45.512,-73.5682,Ville-Marie,5,Îlot de chaleur,12,0,0,0,0,0,,10,0,Transformation(10),0,0,,,1,Févier Skyline(1),5,1
P00025,45.512,-73.568,Ville-Marie,5,Îlot de chaleur,3,2,0,0,0,0,Dommages matériels,1,0,Transformation(1),0,0,,,0,,,0
P00026,45.512,-73.5676,Ville-Marie,4,Température plus chaude que la moyenne (à risque),2,0,0,0,0,0,,2,0,Transformation(1); Certificat d'autorisation(1),0,0,,,0,,,0
P00027,45.512,-73.5674,Ville-Marie,4,Température plus chaude que la moyenne (à risque),2,0,0,0,0,0,,2,0,Transformation(1); Certificat d'autorisation(1),0,0,,,0,,,0
P00028,45.512,-73.5668,Ville-Marie,4,Température plus chaude que la moyenne (à risque),2,0,0,0,0,0,,0,0,,0,0,,,1,Févier d'Amérique(1),50,1
P00029,45.512,-73.5666,Ville-Marie,4,Température plus chaude que la moyenne (à risque),2,0,0,0,0,0,,2,0,Transformation(2),0,0,,,0,,,0
P00030,45.512,-73.5654,Ville-Marie,3,Température plus proche de la moyenne,32,0,0,0,0,0,,32,-4,Certificat d'autorisation(7); Travaux extérieurs(7); Travaux intérieurs(6),0,0,,,0,,,0
P00031,45.512,-73.5642,Ville-Marie,3,Température plus proche de la moyenne,1,0,0,0,0,0,,0,0,,0,0,,,0,,,1
P00032,45.512,-73.564,Ville-Marie,3,Température plus proche de la moyenne,2,0,0,0,0,0,,0,0,,0,0,,,1,Orme d'Amérique(1),62,1
P00033,45.512,-73.5634,Ville-Marie,3,Température plus proche de la moyenne,4,0,0,0,0,0,,0,0,,0,0,,,2,Tilleul à petites feuilles(2),56,2
P00034,45.512,-73.5632,Ville-Marie,3,Température plus proche de la moyenne,4,0,0,0,0,0,,0,0,,0,0,,,2,Tilleul à petites feuilles(2),48.5,2
P00035,45.512,-73.563,Ville-Marie,3,Température plus proche de la moyenne,2,0,0,0,0,0,,0,0,,0,0,,,1,Tilleul à petites feuilles(1),50,1
P00036,45.512,-73.5626,,,,2,2,0,0,0,0,Dommages matériels (sous seuil),0,0,,0,0,,,0,,,0
P00037,45.512,-73.5622,Ville-Marie,5,Îlot de chaleur,2,0,0,0,0,0,,0,0,,0,0,,,1,Févier Skyline(1),8,1
P00038,45.512,-73.562,Ville-Marie,5,Îlot de chaleur,11,3,0,0,0,0,Dommages matériels,6,0,Transformation(6),0,0,,,1,Févier Skyline(1),5,1
P00039,45.512,-73.5618,Ville-Marie,5,Îlot de chaleur,4,0,0,0,0,0,,4,0,Transformation(1); Démolition(1); Construction(1),0,0,,,0,,,0
P00040,45.512,-73.5616,Ville-Marie,5,Îlot de chaleur,4,0,0,0,0,0,,4,32,Transformation(1); Démolition(1); Construction(1),0,0,,,0,,,0
P00041,45.512,-73.5614,,5,Îlot de chaleur,3,3,0,0,0,0,Dommages matériels,0,0,,0,0,,,0,,,0
P00042,45.512,-73.561,Ville-Marie,4,Température plus chaude que la moyenne (à risque),1,0,0,0,0,0,,1,0,Travaux extérieurs(1),0,0,,,0,,,0
P00043,45.512,-73.5608,Ville-Marie,4,Température plus chaude que la moyenne (à risque),7,0,0,0,0,0,,7,1,Travaux extérieurs(4); Transformation(1); Travaux intérieurs(1),0,0,,,0,,,0
P00044,45.512,-73.5594,Ville-Marie,4,Température plus chaude que la moyenne (à risque),4,0,0,0,0,0,,0,0,,0,0,,,2,Érable de Norvège Emerald Queen(2),12.5,2
P00045,45.512,-73.5592,Ville-Marie,4,Température plus chaude que la moyenne (à risque),2,0,0,0,0,0,,0,0,,0,0,,,1,Orme Morton (Accolade TM)(1),5,1
P00046,45.512,-73.5588,Ville-Marie,4,Température plus chaude que la moyenne (à risque),2,0,0,0,0,0,,0,0,,0,0,,,1,Chicot du Canada(1),5,1
P00047,45.512,-73.5586,Ville-Marie,4,Température plus chaude que la moyenne (à risque),2,0,0,0,0,0,,0,0,,0,0,,,1,Févier d'Amérique(1),5,1
P00048,45.512,-73.5566,Ville-Marie,5,Îlot de chaleur,3,0,0,0,0,0,,3,0,Transformation(3),0,0,,,0,,,0
P00049,45.512,-73.5558,Ville-Marie,5,Îlot de chaleur,8,0,0,0,0,0,,8,0,Transformation(3); Travaux intérieurs(3); Travaux extérieurs(2),0,0,,,0,,,0
P00050,45.512,-73.5554,Ville-Marie,4,Température plus chaude que la moyenne (à risque),2,0,0,0,0,0,,0,0,,0,0,,,1,Chicot du Canada(1),5,1
P00051,45.5118,-73.5812,Ville-Marie,2,Température plus froide que la moyenne,2,0,0,0,0,0,,0,0,,0,0,,,1,Chêne à gros fruits(1),20,1
P00052,45.5118,-73.581,Ville-Marie,2,Température plus froide que la moyenne,2,0,0,0,0,0,,0,0,,0,0,,,1,Chêne rouge(1),20,1
P00053,45.5118,-73.5792,Ville-Marie,3,Température plus proche de la moyenne,2,0,0,0,0,0,,0,0,,0,0,,,1,Févier 'Northern Acclaim'(1),5,1
P00054,45.5118,-73.5786,Ville-Marie,3,Température plus proche de la moyenne,6,0,0,0,0,0,,0,0,,0,0,,,3,Févier Shademaster(3),5,3
P00055,45.5118,-73.5784,Ville-Marie,3,Température plus proche de la moyenne,4,0,0,0,0,0,,0,0,,0,0,,,2,Févier Shademaster(2),5,2
P00056,45.5118,-73.5776,Le Plateau-Mont-Royal,4,Température plus chaude que la moyenne (à risque),3,0,0,0,0,0,,0,0,,0,0,,,1,Épinette du Colorado Glauca(1),5,2
P00057,45.5118,-73.5774,Le Plateau-Mont-Royal,3,Température plus proche de la moyenne,6,0,0,0,0,0,,0,0,,0,0,,,3,Chêne à gros fruits(1); Érable de Norvège(1); Mélèze laricin(1),17.3,3
P00058,45.5118,-73.577,Le Plateau-Mont-Royal,3,Température plus proche de la moyenne,5,0,0,0,0,0,,5,-1,T1:Transformation ext/PA/PIIA(4); Transformation combinée(1),0,0,,,0,,,0
P00059,45.5118,-73.5768,Le Plateau-Mont-Royal,3,Température plus proche de la moyenne,2,0,0,0,0,0,,0,0,,0,0,,,1,Érable argenté(1),45,1
P00060,45.5118,-73.5766,Le Plateau-Mont-Royal,3,Température plus proche de la moyenne,81,11,0,0,0,0,Dommages matériels,68,0,Transformation combinée(68),0,0,,,1,Ginkgo à feuilles bilobées(1),5,1
P00061,45.5118,-73.5764,Le Plateau-Mont-Royal,3,Température plus proche de la moyenne,3,0,0,0,0,0,,1,0,Transformation combinée(1),0,0,,,1,Pommier(1),5,1
P00062,45.5118,-73.5762,Le Plateau-Mont-Royal,3,Température plus proche de la moyenne,4,0,0,0,0,0,,0,0,,0,0,,,2,Érable argenté(1); Ginkgo à feuilles bilobées(1),20.5,2
P00063,45.5118,-73.575,Le Plateau-Mont-Royal,3,Température plus proche de la moyenne,2,0,0,0,0,0,,0,0,,0,0,,,1,Érable argenté(1),28,1
P00064,45.5118,-73.5748,Le Plateau-Mont-Royal,4,Température plus chaude que la moyenne (à risque),7,0,0,0,0,0,,1,0,Transformation combinée(1),0,0,,,3,Érable argenté(3),32.3,3
P00065,45.5118,-73.5746,Le Plateau-Mont-Royal,4,Température plus chaude que la moyenne (à risque),8,0,0,0,0,0,,6,0,Transformation combinée(6),0,0,,,1,Érable de Norvège Emerald Queen(1),18,1
P00066,45.5118,-73.5744,Le Plateau-Mont-Royal,4,Température plus chaude que la moyenne (à risque),16,13,7,0,0,7,Léger,1,0,Transformation combinée(1),0,0,,,1,Érable de Norvège colonnaire(1),6,1
P00067,45.5118,-73.5742,Le Plateau-Mont-Royal,4,Température plus chaude que la moyenne (à risque),2,0,0,0,0,0,,2,0,Transformation combinée(2),0,0,,,0,,,0
P00068,45.5118,-73.574,Le Plateau-Mont-Royal,4,Température plus chaude que la moyenne (à risque),3,0,0,0,0,0,,3,0,Transformation combinée(2); Autorisation d'Abattage(1),0,0,,,0,,,0
P00069,45.5118,-73.5738,Le Plateau-Mont-Royal,4,Température plus chaude que la moyenne (à risque),7,0,0,0,0,0,,7,0,Transformation combinée(7),0,0,,,0,,,0
P00070,45.5118,-73.5718,Le Plateau-Mont-Royal,4,Température plus chaude que la moyenne (à risque),7,2,1,0,0,1,Léger,0,0,,1,1,S-3 Infrastructure souterraine majeure - Puits d'accès(1),2026-06-19,2,Ostryer de Virginie(1); Amélanchier(1),6.5,2
P00071,45.5118,-73.5716,Le Plateau-Mont-Royal,4,Température plus chaude que la moyenne (à risque),14,0,0,0,0,0,,14,0,Transformation combinée(14),0,0,,,0,,,0
P00072,45.5118,-73.5714,,4,Température plus chaude que la moyenne (à risque),1,1,0,0,0,0,Dommages matériels (sous seuil),0,0,,0,0,,,0,,,0
P00073,45.5118,-73.5702,Le Plateau-Mont-Royal,4,Température plus chaude que la moyenne (à risque),5,0,0,0,0,0,,5,0,Démolition(2); Transformation combinée(1); Construction(1),0,0,,,0,,,0
P00074,45.5118,-73.57,Ville-Marie,4,Température plus chaude que la moyenne (à risque),2,0,0,0,0,0,,0,0,,0,0,,,1,Orme Morton (Accolade TM)(1),26,1
P00075,45.5118,-73.5698,Ville-Marie,4,Température plus chaude que la moyenne (à risque),1,0,0,0,0,0,,0,0,,0,0,,,0,,,1
P00076,45.5118,-73.5696,Ville-Marie,4,Température plus chaude que la moyenne (à risque),4,0,0,0,0,0,,0,0,,0,0,,,2,Févier Skyline(1); Chêne bleu(1),5,2
P00077,45.5118,-73.5692,,5,Îlot de chaleur,1,1,0,0,0,0,Dommages matériels (sous seuil),0,0,,0,0,,,0,,,0
P00078,45.5118,-73.568,Ville-Marie,5,Îlot de chaleur,12,5,1,0,0,1,Léger,5,3,Transformation(5),0,0,,,1,Orme Pioneer(1),5,1
P00079,45.5118,-73.5678,Ville-Marie,4,Température plus chaude que la moyenne (à risque),4,0,0,0,0,0,,0,0,,0,0,,,2,Orme Morton (Accolade TM)(1); Orme hybride 'Morton Sarlwart' (Commendation TM)(1),16,2
P00080,45.5118,-73.5676,Ville-Marie,4,Température plus chaude que la moyenne (à risque),4,0,0,0,0,0,,0,0,,0,0,,,2,Orme de Sibérie(1); Orme hybride 'Morton Sarlwart' (Commendation TM)(1),34.5,2
P00081,45.5118,-73.5674,Ville-Marie,4,Température plus chaude que la moyenne (à risque),4,0,0,0,0,0,,4,0,Transformation(2); Travaux extérieurs(2),0,0,,,0,,,0
P00082,45.5118,-73.5672,Ville-Marie,4,Température plus chaude que la moyenne (à risque),2,0,0,0,0,0,,2,0,Travaux extérieurs-intérieurs(1); Travaux intérieurs(1),0,0,,,0,,,0
P00083,45.5118,-73.5668,Ville-Marie,4,Température plus chaude que la moyenne (à risque),3,0,0,0,0,0,,3,0,Transformation(2); Travaux extérieurs(1),0,0,,,0,,,0
P00084,45.5118,-73.5666,,4,Température plus chaude que la moyenne (à risque),46,46,21,0,1,20,Grave,0,0,,0,0,,,0,,,0
P00085,45.5118,-73.5664,Ville-Marie,4,Température plus chaude que la moyenne (à risque),2,0,0,0,0,0,,0,0,,0,0,,,1,Micocoulier occidental(1),5,1
P00086,45.5118,-73.5644,Ville-Marie,3,Température plus proche de la moyenne,4,2,0,0,0,0,Dommages matériels (sous seuil),0,0,,0,0,,,1,Orme d'Amérique(1),41,1
P00087,45.5118,-73.5642,Ville-Marie,3,Température plus proche de la moyenne,7,3,0,0,0,0,Dommages matériels,0,0,,0,0,,,2,Orme Pioneer(2),36,2
P00088,45.5118,-73.564,Ville-Marie,3,Température plus proche de la moyenne,2,0,0,0,0,0,,0,0,,0,0,,,1,Orme Pioneer(1),44,1
P00089,45.5118,-73.563,Ville-Marie,3,Température plus proche de la moyenne,6,0,0,0,0,0,,0,0,,0,0,,,3,Tilleul à petites feuilles(3),58.7,3
P00090,45.5118,-73.5628,Ville-Marie,,,2,0,0,0,0,0,,0,0,,0,0,,,1,Tilleul à petites feuilles(1),48,1
P00091,45.5118,-73.5626,Ville-Marie,,,2,0,0,0,0,0,,2,0,Travaux intérieurs(2),0,0,,,0,,,0
P00092,45.5118,-73.5622,Ville-Marie,5,Îlot de chaleur,23,16,2,0,0,2,Léger,5,0,Transformation(5),0,0,,,1,Févier Skyline(1),9,1
P00093,45.5118,-73.562,Ville-Marie,5,Îlot de chaleur,4,0,0,0,0,0,,0,0,,0,0,,,2,Févier Skyline(2),6,2
P00094,45.5118,-73.5618,Ville-Marie,5,Îlot de chaleur,6,0,0,0,0,0,,6,3,Transformation(2); Travaux d'agrandissement(2); Travaux intérieurs(2),0,0,,,0,,,0
P00095,45.5118,-73.5614,Ville-Marie,5,Îlot de chaleur,3,0,0,0,0,0,,3,0,Travaux extérieurs(2); Travaux extérieurs-intérieurs(1),0,0,,,0,,,0
P00096,45.5118,-73.561,Ville-Marie,4,Température plus chaude que la moyenne (à risque),9,1,0,0,0,0,Dommages matériels,8,6,Transformation(5); Démolition(2); Construction(1),0,0,,,0,,,0
P00097,45.5118,-73.5608,Ville-Marie,4,Température plus chaude que la moyenne (à risque),2,0,0,0,0,0,,2,6,Construction(1); Transformation(1),0,0,,,0,,,0
P00098,45.5118,-73.5606,Ville-Marie,4,Température plus chaude que la moyenne (à risque),5,0,0,0,0,0,,5,0,Transformation(3); Travaux extérieurs(2),0,0,,,0,,,0
P00099,45.5118,-73.5604,Ville-Marie,4,Température plus chaude que la moyenne (à risque),6,0,0,0,0,0,,6,0,Travaux extérieurs(4); Travaux extérieurs-intérieurs(1); Certificat d'autorisation(1),0,0,,,0,,,0
P00100,45.5118,-73.5602,Ville-Marie,4,Température plus chaude que la moyenne (à risque),1,0,0,0,0,0,,1,0,Transformation(1),0,0,,,0,,,0
P00101,45.5118,-73.56,Ville-Marie,4,Température plus chaude que la moyenne (à risque),8,0,0,0,0,0,,8,0,Travaux intérieurs(2); Travaux extérieurs(2); Travaux extérieurs-intérieurs(2),0,0,,,0,,,0
P00102,45.5118,-73.5592,Ville-Marie,4,Température plus chaude que la moyenne (à risque),68,61,13,0,1,12,Grave,7,0,Transformation(4); Construction(2); Démolition(1),0,0,,,0,,,0
P00103,45.5118,-73.559,Ville-Marie,4,Température plus chaude que la moyenne (à risque),7,0,0,0,0,0,,7,40,Transformation(7),0,0,,,0,,,0
P00104,45.5118,-73.5588,Ville-Marie,4,Température plus chaude que la moyenne (à risque),6,0,0,0,0,0,,0,0,,0,0,,,3,Févier d'Amérique(3),5,3
P00105,45.5118,-73.5564,,5,Îlot de chaleur,4,4,1,0,0,1,Léger,0,0,,0,0,,,0,,,0
P00106,45.5118,-73.5556,Ville-Marie,4,Température plus chaude que la moyenne (à risque),4,0,0,0,0,0,,0,0,,0,0,,,2,Orme Morton (Accolade TM)(1); Févier Shademaster(1),6,2
P00107,45.5118,-73.5554,Ville-Marie,4,Température plus chaude que la moyenne (à risque),6,0,0,0,0,0,,0,0,,0,0,,,3,Érable argenté Silver Queen(1); Chicot du Canada(1); Ginkgo à feuilles bilobées(1),5,3
P00108,45.5118,-73.5552,Ville-Marie,4,Température plus chaude que la moyenne (à risque),3,0,0,0,0,0,,0,0,,0,0,,,1,Chêne rouge(1),5,2
P00109,45.5116,-73.5792,Ville-Marie,3,Température plus proche de la moyenne,8,0,0,0,0,0,,0,0,,0,0,,,4,Févier 'Northern Acclaim'(4),5,4
P00110,45.5116,-73.579,Ville-Marie,3,Température plus proche de la moyenne,4,0,0,0,0,0,,0,0,,0,0,,,2,Févier 'Northern Acclaim'(2),5,2
P00111,45.5116,-73.5778,Le Plateau-Mont-Royal,3,Température plus proche de la moyenne,7,0,0,0,0,0,,0,0,,1,1,Réseaux routier - Réfection et travaux corrélatifs(1),2026-06-05,3,Chêne à gros fruits(1); Orme d'Amérique Brandon(1); Chicot du Canada(1),8,3
P00112,45.5116,-73.5776,Le Plateau-Mont-Royal,3,Température plus proche de la moyenne,3,0,0,0,0,0,,0,0,,0,0,,,1,Chêne à gros fruits(1),5,2
P00113,45.5116,-73.5774,Le Plateau-Mont-Royal,3,Température plus proche de la moyenne,14,0,0,0,0,0,,0,0,,0,0,,,7,Érable de Norvège(2); Amélanchier du Canada(2); Érable rouge(1),11.6,7
P00114,45.5116,-73.5772,Le Plateau-Mont-Royal,3,Température plus proche de la moyenne,7,0,0,0,0,0,,0,0,,0,0,,,3,Érable de Norvège(2); Bouleau jaune(1),27.3,4
P00115,45.5116,-73.577,Le Plateau-Mont-Royal,4,Température plus chaude que la moyenne (à risque),2,0,0,0,0,0,,0,0,,0,0,,,1,Érable de Norvège(1),51,1
P00116,45.5116,-73.5766,Le Plateau-Mont-Royal,4,Température plus chaude que la moyenne (à risque),3,0,0,0,0,0,,0,0,,0,0,,,1,Amelanchier g. 'Princess Diana'(1),5,2
P00117,45.5116,-73.5764,Le Plateau-Mont-Royal,4,Température plus chaude que la moyenne (à risque),2,0,0,0,0,0,,0,0,,0,0,,,1,Févier Skyline(1),14,1
P00118,45.5116,-73.5762,Le Plateau-Mont-Royal,3,Température plus proche de la moyenne,4,0,0,0,0,0,,0,0,,0,0,,,2,Micocoulier occidental(1); Érable argenté(1),21.5,2
P00119,45.5116,-73.576,Le Plateau-Mont-Royal,3,Température plus proche de la moyenne,10,0,0,0,0,0,,4,0,Transformation combinée(4),0,0,,,3,Orme 'Cathedral'(1); Aulne glutineux Imperialis(1); Érable de Norvège Emerald Queen(1),12,3
P00120,45.5116,-73.5758,Le Plateau-Mont-Royal,3,Température plus proche de la moyenne,5,1,0,0,0,0,Dommages matériels (sous seuil),0,0,,0,0,,,2,Érable argenté(1); Érable argenté Pyramidal(1),46.5,2
P00121,45.5116,-73.5748,Le Plateau-Mont-Royal,3,Température plus proche de la moyenne,2,0,0,0,0,0,,0,0,,0,0,,,1,Érable de Norvège(1),9,1
P00122,45.5116,-73.5746,Le Plateau-Mont-Royal,3,Température plus proche de la moyenne,6,0,0,0,0,0,,0,0,,0,0,,,3,Érable de Norvège(1); Orme Homestead(1); Érable de Norvège colonnaire(1),10.7,3
P00123,45.5116,-73.5744,Le Plateau-Mont-Royal,4,Température plus chaude que la moyenne (à risque),1,0,0,0,0,0,,0,0,,0,0,,,0,,,1
P00124,45.5116,-73.5742,Le Plateau-Mont-Royal,4,Température plus chaude que la moyenne (à risque),4,0,0,0,0,0,,0,0,,0,0,,,2,Érable argenté(2),30.5,2
P00125,45.5116,-73.574,Le Plateau-Mont-Royal,4,Température plus chaude que la moyenne (à risque),2,0,0,0,0,0,,0,0,,0,0,,,1,Févier Skyline(1),12,1
P00126,45.5116,-73.5738,Le Plateau-Mont-Royal,4,Température plus chaude que la moyenne (à risque),7,0,0,0,0,0,,5,0,Transformation combinée(5),0,0,,,1,Érable argenté Pyramidal(1),26,1
P00127,45.5116,-73.5736,Le Plateau-Mont-Royal,4,Température plus chaude que la moyenne (à risque),3,0,0,0,0,0,,3,0,T1:Transformation ext/PA/PIIA(2); Transformation combinée(1),0,0,,,0,,,0
P00128,45.5116,-73.5734,Le Plateau-Mont-Royal,4,Température plus chaude que la moyenne (à risque),6,0,0,0,0,0,,6,0,Transformation combinée(2); T1:Transformation ext/PA/PIIA(2); Autorisation d'Abattage(1),0,0,,,0,,,0
P00129,45.5116,-73.572,Le Plateau-Mont-Royal,4,Température plus chaude que la moyenne (à risque),18,0,0,0,0,0,,0,0,,0,0,,,9,Noyer(1); Amélanchier(1); Ginkgo à feuilles bilobées Princeton Sentry(1),6.9,9
P00130,45.5116,-73.5718,Le Plateau-Mont-Royal,4,Température plus chaude que la moyenne (à risque),5,0,0,0,0,0,,3,0,Transformation combinée(2); T4:Transf. int. RBQ/NEXEMP(1),0,0,,,1,Érable de l'Armour(1),10,1
P00131,45.5116,-73.5716,Le Plateau-Mont-Royal,3,Température plus proche de la moyenne,3,0,0,0,0,0,,1,0,Transformation combinée(1),0,0,,,1,Érable argenté(1),57,1
P00132,45.5116,-73.5714,,3,Température plus proche de la moyenne,19,19,4,0,1,3,Grave,0,0,,0,0,,,0,,,0
P00133,45.5116,-73.5704,Le Plateau-Mont-Royal,4,Température plus chaude que la moyenne (à risque),3,0,0,0,0,0,,3,0,Transformation combinée(2); T1:Transformation ext/PA/PIIA(1),0,0,,,0,,,0
P00134,45.5116,-73.57,Ville-Marie,4,Température plus chaude que la moyenne (à risque),4,0,0,0,0,0,,0,0,,0,0,,,2,Orme Morton (Accolade TM)(1); Érable de Norvège Deborah(1),17.5,2
P00135,45.5116,-73.5698,Ville-Marie,4,Température plus chaude que la moyenne (à risque),8,5,2,0,0,2,Léger,1,0,Transformation(1),0,0,,,1,Chicot du Canada(1),5,1
P00136,45.5116,-73.5696,Ville-Marie,4,Température plus chaude que la moyenne (à risque),2,0,0,0,0,0,,0,0,,0,0,,,1,Févier d'Amérique(1),5,1
P00137,45.5116,-73.5694,Ville-Marie,4,Température plus chaude que la moyenne (à risque),6,0,0,0,0,0,,6,0,Transformation(3); Travaux extérieurs(3),0,0,,,0,,,0
P00138,45.5116,-73.5688,Ville-Marie,4,Température plus chaude que la moyenne (à risque),3,2,0,0,0,0,Dommages matériels,1,0,Transformation(1),0,0,,,0,,,0
P00139,45.5116,-73.5686,Ville-Marie,5,Îlot de chaleur,3,0,0,0,0,0,,3,0,Transformation(3),0,0,,,0,,,0
P00140,45.5116,-73.5684,Ville-Marie,5,Îlot de chaleur,1,0,0,0,0,0,,1,0,Transformation(1),0,0,,,0,,,0
P00141,45.5116,-73.5682,Ville-Marie,5,Îlot de chaleur,1,0,0,0,0,0,,1,0,Travaux extérieurs(1),0,0,,,0,,,0
P00142,45.5116,-73.568,Ville-Marie,5,Îlot de chaleur,4,0,0,0,0,0,,4,2,Travaux extérieurs-intérieurs(2); Travaux extérieurs(1); Travaux intérieurs(1),0,0,,,0,,,0
P00143,45.5116,-73.5678,Ville-Marie,5,Îlot de chaleur,5,0,0,0,0,0,,4,0,Travaux extérieurs-intérieurs(2); Travaux extérieurs(1); Travaux intérieurs(1),0,0,,,0,,,1
P00144,45.5116,-73.5676,Ville-Marie,5,Îlot de chaleur,9,2,0,0,0,0,Dommages matériels,3,0,Transformation(3),0,0,,,2,Orme hybride 'Morton Sarlwart' (Commendation TM)(1); Orme Homestead(1),19,2
P00145,45.5116,-73.5674,Ville-Marie,4,Température plus chaude que la moyenne (à risque),8,3,0,0,0,0,Dommages matériels,1,0,Transformation(1),0,0,,,2,Orme hybride 'Morton Sarlwart' (Commendation TM)(2),32,2
P00146,45.5116,-73.5672,Ville-Marie,4,Température plus chaude que la moyenne (à risque),3,0,0,0,0,0,,1,0,Transformation(1),0,0,,,1,Orme hybride 'Morton Sarlwart' (Commendation TM)(1),23,1
P00147,45.5116,-73.567,Ville-Marie,4,Température plus chaude que la moyenne (à risque),1,0,0,0,0,0,,1,0,Travaux intérieurs(1),0,0,,,0,,,0
P00148,45.5116,-73.5668,Ville-Marie,4,Température plus chaude que la moyenne (à risque),2,0,0,0,0,0,,2,0,Transformation(2),0,0,,,0,,,0
P00149,45.5116,-73.5666,,4,Température plus chaude que la moyenne (à risque),1,1,0,0,0,0,Dommages matériels (sous seuil),0,0,,0,0,,,0,,,0
P00150,45.5116,-73.5664,Ville-Marie,4,Température plus chaude que la moyenne (à risque),1,0,0,0,0,0,,1,0,Travaux intérieurs(1),0,0,,,0,,,0
P00151,45.5116,-73.5646,Ville-Marie,3,Température plus proche de la moyenne,2,0,0,0,0,0,,0,0,,0,0,,,1,Robinier faux-acacia(1),5,1
