point_id,latitude,longitude,arrondissement,heat_class,heat_label,total_features,collisions_n,collisions_victimes,collisions_morts,collisions_blesses_graves,collisions_blesses_legers,collisions_gravite_pire,permis_n,permis_logements,permis_types_top,entraves_n,entraves_actives,entraves_raisons_top,entraves_fin_derniere,arbres_n,arbres_especes_top,arbres_dhp_moyen,emplacements_arbres_n
P04413,45.4986,-73.5844,Ville-Marie,3,Température plus proche de la moyenne,7,0,0,0,0,0,,5,0,Travaux extérieurs(2); Travaux extérieurs-intérieurs(1); Travaux intérieurs(1),0,0,,,1,Févier inerme d'Amérique(1),27,1
P04414,45.4986,-73.5842,Ville-Marie,4,Température plus chaude que la moyenne (à risque),4,0,0,0,0,0,,0,0,,0,0,,,2,Chicot du Canada(2),11.5,2
P04415,45.4986,-73.584,Ville-Marie,3,Température plus proche de la moyenne,4,0,0,0,0,0,,0,0,,0,0,,,2,Orme Pioneer(1); Chicot du Canada(1),8.5,2
P04416,45.4986,-73.5838,Ville-Marie,3,Température plus proche de la moyenne,2,0,0,0,0,0,,0,0,,0,0,,,1,Orme(1),5,1
P04417,45.4986,-73.5826,Ville-Marie,4,Température plus chaude que la moyenne (à risque),2,0,0,0,0,0,,2,0,Travaux extérieurs(2),0,0,,,0,,,0
P04418,45.4986,-73.582,Ville-Marie,4,Température plus chaude que la moyenne (à risque),2,0,0,0,0,0,,0,0,,0,0,,,1,Érable Autumn Blaze(1),5,1
P04419,45.4986,-73.5818,Ville-Marie,4,Température plus chaude que la moyenne (à risque),8,0,0,0,0,0,,1,0,Transformation(1),1,1,Construction/rénovation avec excavation(1),2026-06-05,3,Févier Shademaster(2); Nom français(1),5,3
P04420,45.4986,-73.5816,Ville-Marie,3,Température plus proche de la moyenne,8,0,0,0,0,0,,2,0,Travaux extérieurs(1); Travaux intérieurs(1),0,0,,,3,Nom français(1); Chicot du Canada(1); Févier Skyline(1),5,3
P04421,45.4986,-73.5814,Ville-Marie,3,Température plus proche de la moyenne,4,0,0,0,0,0,,2,0,Abattage d'arbre(1); Certificat d'autorisation(1),0,0,,,1,Chicot du Canada(1),5,1
P04422,45.4986,-73.5812,Ville-Marie,3,Température plus proche de la moyenne,2,0,0,0,0,0,,2,0,Transformation(1); Certificat d'autorisation(1),0,0,,,0,,,0
P04423,45.4986,-73.58,Ville-Marie,4,Température plus chaude que la moyenne (à risque),2,0,0,0,0,0,,0,0,,0,0,,,1,Orme Morton (Accolade TM)(1),5,1
P04424,45.4986,-73.5798,Ville-Marie,4,Température plus chaude que la moyenne (à risque),2,1,1,0,0,1,Léger,1,0,Transformation(1),0,0,,,0,,,0
P04425,45.4986,-73.5796,Ville-Marie,5,Îlot de chaleur,3,0,0,0,0,0,,0,0,,1,1,Entretien(1),2026-06-03,1,Orme japonais du prospecteur(1),5,1
P04426,45.4986,-73.579,Ville-Marie,5,Îlot de chaleur,2,0,0,0,0,0,,0,0,,0,0,,,1,Orme Morton (Accolade TM)(1),25,1
P04427,45.4986,-73.5788,Ville-Marie,5,Îlot de chaleur,15,1,0,0,0,0,Dommages matériels (sous seuil),12,0,Transformation(12),0,0,,,1,Chêne à gros fruits(1),5,1
P04428,45.4986,-73.5786,Ville-Marie,5,Îlot de chaleur,22,2,0,0,0,0,Dommages matériels (sous seuil),15,0,Transformation(15),0,0,,,2,Érable de Norvège Emerald Queen(1); Chêne à gros fruits(1),14.5,3
P04429,45.4986,-73.5784,Ville-Marie,5,Îlot de chaleur,24,20,0,0,0,0,Dommages matériels,4,0,Transformation(4),0,0,,,0,,,0
P04430,45.4986,-73.5782,Ville-Marie,5,Îlot de chaleur,1,0,0,0,0,0,,1,0,Travaux extérieurs-intérieurs(1),0,0,,,0,,,0
P04431,45.4986,-73.578,Ville-Marie,5,Îlot de chaleur,3,0,0,0,0,0,,3,0,Travaux intérieurs(2); Transformation(1),0,0,,,0,,,0
P04432,45.4986,-73.5778,Ville-Marie,5,Îlot de chaleur,25,0,0,0,0,0,,25,0,Travaux intérieurs(15); Transformation(9); Travaux extérieurs-intérieurs(1),0,0,,,0,,,0
P04433,45.4986,-73.5776,Ville-Marie,5,Îlot de chaleur,1,0,0,0,0,0,,0,0,,1,1,Construction/rénovation sans excavation(1),2026-07-31,0,,,0
P04434,45.4986,-73.5772,Ville-Marie,5,Îlot de chaleur,3,0,0,0,0,0,,1,0,Transformation(1),0,0,,,1,Févier Skyline(1),5,1
P04435,45.4986,-73.577,Ville-Marie,5,Îlot de chaleur,7,0,0,0,0,0,,2,0,Transformation(2),0,0,,,2,Févier 'Northern Acclaim'(1); Févier Skyline(1),6,3
P04436,45.4986,-73.5768,Ville-Marie,5,Îlot de chaleur,4,0,0,0,0,0,,2,0,Transformation(2),0,0,,,1,Orme Morton (Accolade TM)(1),11,1
P04437,45.4986,-73.5766,Ville-Marie,5,Îlot de chaleur,1,0,0,0,0,0,,0,0,,0,0,,,0,,,1
P04438,45.4986,-73.5764,Ville-Marie,5,Îlot de chaleur,6,1,0,0,0,0,Dommages matériels (sous seuil),1,0,Démolition(1),0,0,,,2,Micocoulier occidental(1); Orme Morton (Accolade TM)(1),6,2
P04439,45.4986,-73.5762,Ville-Marie,5,Îlot de chaleur,1,0,0,0,0,0,,0,0,,0,0,,,0,,,1
P04440,45.4986,-73.5746,Ville-Marie,5,Îlot de chaleur,12,0,0,0,0,0,,8,10,Transformation(4); Travaux extérieurs-intérieurs(2); Travaux extérieurs(1),0,0,,,1,Févier Moraine(1),24,3
P04441,45.4986,-73.5744,Ville-Marie,5,Îlot de chaleur,2,0,0,0,0,0,,0,0,,0,0,,,1,Févier Moraine(1),30,1
P04442,45.4986,-73.5742,Ville-Marie,5,Îlot de chaleur,73,71,6,0,0,6,Léger,0,0,,0,0,,,1,Févier Skyline(1),5,1
P04443,45.4986,-73.574,Ville-Marie,5,Îlot de chaleur,9,0,0,0,0,0,,7,0,Transformation(7),0,0,,,1,Chicot du Canada(1),5,1
P04444,45.4986,-73.5738,Ville-Marie,5,Îlot de chaleur,13,0,0,0,0,0,,11,0,Transformation(5); Travaux extérieurs(3); Travaux intérieurs(2),0,0,,,1,Chicot du Canada(1),5,1
P04445,45.4986,-73.5728,Ville-Marie,4,Température plus chaude que la moyenne (à risque),1,0,0,0,0,0,,1,0,Démolition(1),0,0,,,0,,,0
P04446,45.4986,-73.5726,Ville-Marie,4,Température plus chaude que la moyenne (à risque),4,0,0,0,0,0,,4,0,Travaux intérieurs(3); Transformation(1),0,0,,,0,,,0
P04447,45.4986,-73.5724,Ville-Marie,4,Température plus chaude que la moyenne (à risque),1,0,0,0,0,0,,1,0,Travaux intérieurs(1),0,0,,,0,,,0
P04448,45.4986,-73.572,Ville-Marie,4,Température plus chaude que la moyenne (à risque),4,0,0,0,0,0,,4,0,Transformation(4),0,0,,,0,,,0
P04449,45.4986,-73.5718,,4,Température plus chaude que la moyenne (à risque),3,3,0,0,0,0,Dommages matériels,0,0,,0,0,,,0,,,0
P04450,45.4986,-73.5712,Ville-Marie,3,Température plus proche de la moyenne,80,0,0,0,0,0,,80,0,Transformation(53); Travaux intérieurs(25); Travaux d'agrandissement(1),0,0,,,0,,,0
P04451,45.4986,-73.5708,Ville-Marie,3,Température plus proche de la moyenne,2,0,0,0,0,0,,0,0,,0,0,,,1,Orme Homestead(1),5,1
P04452,45.4986,-73.5706,Ville-Marie,3,Température plus proche de la moyenne,4,0,0,0,0,0,,0,0,,0,0,,,2,Nom français(2),5,2
P04453,45.4986,-73.5704,Ville-Marie,3,Température plus proche de la moyenne,60,0,0,0,0,0,,60,0,Transformation(60),0,0,,,0,,,0
P04454,45.4986,-73.57,Ville-Marie,3,Température plus proche de la moyenne,4,0,0,0,0,0,,0,0,,0,0,,,2,Érable argenté Silver Queen(1); Micocoulier occidental(1),37,2
P04455,45.4986,-73.5698,Ville-Marie,2,Température plus froide que la moyenne,8,0,0,0,0,0,,0,0,,0,0,,,4,Érable argenté Silver Queen(1); Érable Autumn Blaze(1); Érable argenté(1),34.8,4
P04456,45.4986,-73.5696,Ville-Marie,2,Température plus froide que la moyenne,6,0,0,0,0,0,,0,0,,0,0,,,3,Érable Autumn Blaze(1); Érable argenté Silver Queen(1); Micocoulier occidental(1),23.3,3
P04457,45.4986,-73.5694,Ville-Marie,3,Température plus proche de la moyenne,2,0,0,0,0,0,,0,0,,0,0,,,1,Érable Autumn Blaze(1),5,1
P04458,45.4986,-73.5692,Ville-Marie,3,Température plus proche de la moyenne,2,0,0,0,0,0,,0,0,,0,0,,,1,Érable Autumn Blaze(1),23,1
P04459,45.4986,-73.569,Ville-Marie,3,Température plus proche de la moyenne,4,0,0,0,0,0,,0,0,,0,0,,,2,Érable Autumn Blaze(2),14.5,2
P04460,45.4986,-73.5686,Ville-Marie,3,Température plus proche de la moyenne,10,0,0,0,0,0,,0,0,,0,0,,,5,Érable argenté(5),41.2,5
P04461,45.4986,-73.5684,Ville-Marie,3,Température plus proche de la moyenne,6,0,0,0,0,0,,0,0,,0,0,,,3,Érable argenté(3),24.3,3
P04462,45.4986,-73.5682,Ville-Marie,3,Température plus proche de la moyenne,13,0,0,0,0,0,,7,0,Transformation(7),0,0,,,3,Orme(3),20.3,3
P04463,45.4986,-73.568,Ville-Marie,3,Température plus proche de la moyenne,8,0,0,0,0,0,,0,0,,0,0,,,4,Orme(3); Érable de Norvège(1),25.8,4
P04464,45.4986,-73.567,Ville-Marie,3,Température plus proche de la moyenne,167,10,2,0,0,2,Léger,157,0,Transformation(157),0,0,,,0,,,0
P04465,45.4986,-73.5668,,3,Température plus proche de la moyenne,4,4,1,0,0,1,Léger,0,0,,0,0,,,0,,,0
P04466,45.4986,-73.5628,Ville-Marie,4,Température plus chaude que la moyenne (à risque),6,0,0,0,0,0,,0,0,,0,0,,,3,Tilleul à petites feuilles Greenspire(3),5,3
P04467,45.4986,-73.5624,Ville-Marie,3,Température plus proche de la moyenne,6,0,0,0,0,0,,0,0,,0,0,,,3,Orme Morton (Accolade TM)(3),5,3
P04468,45.4986,-73.5612,,4,Température plus chaude que la moyenne (à risque),43,43,13,0,0,13,Léger,0,0,,0,0,,,0,,,0
P04469,45.4986,-73.561,Ville-Marie,4,Température plus chaude que la moyenne (à risque),2,0,0,0,0,0,,0,0,,0,0,,,1,Orme Morton (Accolade TM)(1),8,1
P04470,45.4986,-73.559,Ville-Marie,3,Température plus proche de la moyenne,3,0,0,0,0,0,,0,0,,0,0,,,1,Frêne de Pennsylvanie(1),28,2
P04471,45.4986,-73.5588,Ville-Marie,3,Température plus proche de la moyenne,6,0,0,0,0,0,,0,0,,0,0,,,3,Chicot du Canada(2); Érable Autumn Blaze(1),6.3,3
P04472,45.4986,-73.5586,Ville-Marie,4,Température plus chaude que la moyenne (à risque),2,0,0,0,0,0,,0,0,,0,0,,,1,Chicot du Canada(1),7,1
P04473,45.4986,-73.5582,Ville-Marie,4,Température plus chaude que la moyenne (à risque),1,0,0,0,0,0,,1,0,Travaux intérieurs(1),0,0,,,0,,,0
P04474,45.4986,-73.5576,,4,Température plus chaude que la moyenne (à risque),3,3,0,0,0,0,Dommages matériels,0,0,,0,0,,,0,,,0
P04475,45.4986,-73.556,Ville-Marie,5,Îlot de chaleur,1,0,0,0,0,0,,1,0,Transformation(1),0,0,,,0,,,0
P04476,45.4986,-73.5552,,5,Îlot de chaleur,2,2,1,0,0,1,Léger,0,0,,0,0,,,0,,,0
P04477,45.4984,-73.585,Ville-Marie,3,Température plus proche de la moyenne,9,1,0,0,0,0,Dommages matériels (sous seuil),3,2,Transformation(3),1,1,Égouts et aqueducs - Excavation(1),2026-06-18,2,Févier Skyline(1); Micocoulier occidental(1),22.5,2
P04478,45.4984,-73.5848,Ville-Marie,3,Température plus proche de la moyenne,2,0,0,0,0,0,,0,0,,0,0,,,1,Érable argenté(1),40,1
P04479,45.4984,-73.584,Ville-Marie,3,Température plus proche de la moyenne,2,0,0,0,0,0,,0,0,,0,0,,,1,Chicot du Canada(1),12,1
P04480,45.4984,-73.5838,Ville-Marie,3,Température plus proche de la moyenne,12,4,0,0,0,0,Dommages matériels,4,1,Transformation(4),0,0,,,2,Chicot du Canada(2),5,2
P04481,45.4984,-73.5836,Ville-Marie,3,Température plus proche de la moyenne,2,0,0,0,0,0,,0,0,,0,0,,,1,Frêne de Pennsylvanie Marshall Seedless(1),26,1
P04482,45.4984,-73.5834,Ville-Marie,3,Température plus proche de la moyenne,2,0,0,0,0,0,,0,0,,0,0,,,1,Chicot du Canada(1),9,1
P04483,45.4984,-73.583,Ville-Marie,3,Température plus proche de la moyenne,2,0,0,0,0,0,,2,0,Travaux extérieurs(2),0,0,,,0,,,0
P04484,45.4984,-73.5826,Ville-Marie,3,Température plus proche de la moyenne,1,0,0,0,0,0,,1,0,Travaux extérieurs(1),0,0,,,0,,,0
P04485,45.4984,-73.5822,Ville-Marie,3,Température plus proche de la moyenne,5,0,0,0,0,0,,5,0,Travaux extérieurs(2); Transformation(1); Travaux extérieurs-intérieurs(1),0,0,,,0,,,0
P04486,45.4984,-73.582,Ville-Marie,4,Température plus chaude que la moyenne (à risque),1,0,0,0,0,0,,1,0,Certificat d'autorisation(1),0,0,,,0,,,0
P04487,45.4984,-73.5816,Ville-Marie,3,Température plus proche de la moyenne,5,0,0,0,0,0,,2,0,Travaux intérieurs(1); Transformation(1),1,1,Construction/rénovation sans excavation(1),2026-06-04,1,Févier Skyline(1),5,1
P04488,45.4984,-73.5814,Ville-Marie,3,Température plus proche de la moyenne,2,0,0,0,0,0,,0,0,,0,0,,,1,Tilleul à petites feuilles(1),44,1
P04489,45.4984,-73.5812,Ville-Marie,4,Température plus chaude que la moyenne (à risque),2,0,0,0,0,0,,0,0,,0,0,,,1,Orme Morton (Accolade TM)(1),5,1
P04490,45.4984,-73.581,Ville-Marie,4,Température plus chaude que la moyenne (à risque),4,0,0,0,0,0,,0,0,,0,0,,,2,Févier Shademaster(1); Érable de Norvège Deborah(1),6.5,2
P04491,45.4984,-73.5806,Ville-Marie,3,Température plus proche de la moyenne,5,0,0,0,0,0,,5,0,Transformation(2); Certificat d'autorisation(2); Travaux extérieurs(1),0,0,,,0,,,0
P04492,45.4984,-73.5802,Ville-Marie,3,Température plus proche de la moyenne,2,0,0,0,0,0,,0,0,,0,0,,,1,Orme Morton (Accolade TM)(1),5,1
P04493,45.4984,-73.58,,4,Température plus chaude que la moyenne (à risque),17,17,4,0,0,4,Léger,0,0,,0,0,,,0,,,0
P04494,45.4984,-73.5798,Ville-Marie,4,Température plus chaude que la moyenne (à risque),2,0,0,0,0,0,,0,0,,0,0,,,1,Orme japonais du prospecteur(1),5,1
P04495,45.4984,-73.5792,Ville-Marie,5,Îlot de chaleur,8,0,0,0,0,0,,8,0,Travaux extérieurs(4); Transformation(3); Travaux extérieurs-intérieurs(1),0,0,,,0,,,0
P04496,45.4984,-73.5788,Ville-Marie,5,Îlot de chaleur,2,0,0,0,0,0,,2,0,Transformation(2),0,0,,,0,,,0
P04497,45.4984,-73.5786,Ville-Marie,5,Îlot de chaleur,7,0,0,0,0,0,,5,0,Travaux intérieurs(3); Transformation(2),0,0,,,1,Érable de Norvège Emerald Queen(1),9,1
P04498,45.4984,-73.5784,Ville-Marie,5,Îlot de chaleur,7,1,0,0,0,0,Dommages matériels (sous seuil),4,0,Transformation(4),0,0,,,1,Érable de Norvège Emerald Queen(1),7,1
P04499,45.4984,-73.5782,Ville-Marie,5,Îlot de chaleur,10,0,0,0,0,0,,6,0,Transformation(6),0,0,,,2,Ginkgo à feuilles bilobées(1); Érable de Norvège(1),15.5,2
P04500,45.4984,-73.578,Ville-Marie,5,Îlot de chaleur,4,0,0,0,0,0,,0,0,,0,0,,,2,Févier Sunburst(2),5,2
P04501,45.4984,-73.5776,Ville-Marie,5,Îlot de chaleur,21,0,0,0,0,0,,21,0,Transformation(17); Travaux intérieurs(4),0,0,,,0,,,0
P04502,45.4984,-73.5774,Ville-Marie,5,Îlot de chaleur,4,0,0,0,0,0,,0,0,,0,0,,,2,Févier Skyline(2),10,2
P04503,45.4984,-73.5772,Ville-Marie,5,Îlot de chaleur,10,8,0,0,0,0,Dommages matériels,0,0,,0,0,,,1,Févier Skyline(1),16,1
P04504,45.4984,-73.577,Ville-Marie,4,Température plus chaude que la moyenne (à risque),2,0,0,0,0,0,,0,0,,0,0,,,1,Orme Morton (Accolade TM)(1),23,1
P04505,45.4984,-73.5764,Ville-Marie,5,Îlot de chaleur,2,0,0,0,0,0,,0,0,,0,0,,,1,Orme Morton (Accolade TM)(1),5,1
P04506,45.4984,-73.5762,Ville-Marie,5,Îlot de chaleur,5,3,0,0,0,0,Dommages matériels,1,0,Transformation(1),0,0,,,0,,,1
P04507,45.4984,-73.576,Ville-Marie,5,Îlot de chaleur,20,18,0,0,0,0,Dommages matériels,0,0,,0,0,,,0,,,2
P04508,45.4984,-73.5758,Ville-Marie,5,Îlot de chaleur,6,4,0,0,0,0,Dommages matériels,0,0,,0,0,,,1,Chicot du Canada(1),5,1
P04509,45.4984,-73.5756,Ville-Marie,5,Îlot de chaleur,7,0,0,0,0,0,,7,0,Transformation(4); Travaux extérieurs(2); Travaux intérieurs(1),0,0,,,0,,,0
P04510,45.4984,-73.5748,Ville-Marie,5,Îlot de chaleur,28,0,0,0,0,0,,26,0,Travaux intérieurs(14); Transformation(10); Travaux extérieurs(2),0,0,,,1,Févier Moraine(1),26,1
P04511,45.4984,-73.5746,Ville-Marie,5,Îlot de chaleur,19,1,0,0,0,0,Dommages matériels,14,0,Transformation(14),0,0,,,2,Févier Skyline(2),12,2
P04512,45.4984,-73.5744,Ville-Marie,5,Îlot de chaleur,36,0,0,0,0,0,,30,0,Transformation(30),0,0,,,3,Févier Skyline(2); Févier inerme d'Amérique(1),18,3
P04513,45.4984,-73.5742,Ville-Marie,5,Îlot de chaleur,17,0,0,0,0,0,,13,55,Transformation(7); Travaux intérieurs(3); Travaux extérieurs(2),0,0,,,2,Orme Pioneer(1); Févier Skyline(1),14,2
P04514,45.4984,-73.574,Ville-Marie,5,Îlot de chaleur,5,0,0,0,0,0,,0,0,,3,3,Construction/rénovation sans excavation(3),2026-06-14,1,Orme Pioneer(1),5,1
P04515,45.4984,-73.5738,Ville-Marie,5,Îlot de chaleur,6,3,0,0,0,0,Dommages matériels,2,0,Transformation(2),0,0,,,0,,,1
P04516,45.4984,-73.5736,Ville-Marie,4,Température plus chaude que la moyenne (à risque),5,0,0,0,0,0,,1,0,Transformation(1),0,0,,,2,Ginkgo à feuilles bilobées(2),5,2
P04517,45.4984,-73.5732,Ville-Marie,4,Température plus chaude que la moyenne (à risque),2,0,0,0,0,0,,2,0,Travaux intérieurs(1); Travaux extérieurs-intérieurs(1),0,0,,,0,,,0
P04518,45.4984,-73.5716,Ville-Marie,3,Température plus proche de la moyenne,10,5,1,0,0,1,Léger,0,0,,0,0,,,2,Févier Skyline(2),11.5,3
P04519,45.4984,-73.5714,Ville-Marie,3,Température plus proche de la moyenne,4,0,0,0,0,0,,0,0,,0,0,,,2,Ginkgo à feuilles bilobées(1); Févier Skyline(1),6.5,2
P04520,45.4984,-73.571,Ville-Marie,3,Température plus proche de la moyenne,2,0,0,0,0,0,,0,0,,0,0,,,1,Orme Homestead(1),5,1
P04521,45.4984,-73.5708,Ville-Marie,3,Température plus proche de la moyenne,11,5,0,0,0,0,Dommages matériels,0,0,,2,2,Entretien(2),2026-06-07,2,Nom français(1); Févier d'Amérique(1),9,2
P04522,45.4984,-73.5706,,3,Température plus proche de la moyenne,2,2,0,0,0,0,Dommages matériels (sous seuil),0,0,,0,0,,,0,,,0
P04523,45.4984,-73.5704,Ville-Marie,3,Température plus proche de la moyenne,1,0,0,0,0,0,,0,0,,0,0,,,0,,,1
P04524,45.4984,-73.57,Ville-Marie,3,Température plus proche de la moyenne,4,0,0,0,0,0,,0,0,,0,0,,,2,Ginkgo à feuilles bilobées(1); Févier d'Amérique(1),5,2
P04525,45.4984,-73.5698,Ville-Marie,3,Température plus proche de la moyenne,4,0,0,0,0,0,,0,0,,0,0,,,2,Érable de Norvège(1); Orme(1),31.5,2
P04526,45.4984,-73.5696,Ville-Marie,3,Température plus proche de la moyenne,8,0,0,0,0,0,,0,0,,0,0,,,4,Érable argenté(2); Orme(2),35.5,4
P04527,45.4984,-73.5694,Ville-Marie,3,Température plus proche de la moyenne,8,0,0,0,0,0,,0,0,,0,0,,,4,Chêne rouge(2); Micocoulier occidental(1); Érable argenté(1),25.5,4
P04528,45.4984,-73.5692,Ville-Marie,3,Température plus proche de la moyenne,2,0,0,0,0,0,,0,0,,0,0,,,1,Érable argenté(1),34,1
P04529,45.4984,-73.5686,Ville-Marie,2,Température plus froide que la moyenne,6,0,0,0,0,0,,0,0,,0,0,,,3,Érable argenté(3),73.7,3
P04530,45.4984,-73.5684,Ville-Marie,2,Température plus froide que la moyenne,8,0,0,0,0,0,,0,0,,0,0,,,4,Érable argenté(2); Érable argenté Silver Queen(2),40.8,4
P04531,45.4984,-73.5682,Ville-Marie,3,Température plus proche de la moyenne,4,0,0,0,0,0,,0,0,,0,0,,,2,Érable argenté(2),19.5,2
P04532,45.4984,-73.568,Ville-Marie,3,Température plus proche de la moyenne,2,0,0,0,0,0,,0,0,,0,0,,,1,Érable argenté(1),49,1
P04533,45.4984,-73.5678,Ville-Marie,3,Température plus proche de la moyenne,6,0,0,0,0,0,,0,0,,0,0,,,3,Orme(3),20,3
P04534,45.4984,-73.5676,Ville-Marie,3,Température plus proche de la moyenne,6,0,0,0,0,0,,0,0,,0,0,,,3,Acer x freemanii Celebration(2); Orme Morton (Accolade TM)(1),5,3
P04535,45.4984,-73.5674,Ville-Marie,3,Température plus proche de la moyenne,2,0,0,0,0,0,,0,0,,0,0,,,1,Acer x freemanii Celebration(1),5,1
P04536,45.4984,-73.5654,Ville-Marie,4,Température plus chaude que la moyenne (à risque),1,0,0,0,0,0,,1,0,Transformation(1),0,0,,,0,,,0
P04537,45.4984,-73.5634,Ville-Marie,4,Température plus chaude que la moyenne (à risque),3,0,0,0,0,0,,2,0,Transformation(2),0,0,,,0,,,1
P04538,45.4984,-73.5632,Ville-Marie,4,Température plus chaude que la moyenne (à risque),3,2,0,0,0,0,Dommages matériels,0,0,,1,1,Égouts et aqueducs - Réhabilitation(1),2026-07-01,0,,,0
P04539,45.4984,-73.5614,,4,Température plus chaude que la moyenne (à risque),63,63,33,0,4,29,Grave,0,0,,0,0,,,0,,,0
P04540,45.4984,-73.5612,Ville-Marie,4,Température plus chaude que la moyenne (à risque),2,0,0,0,0,0,,0,0,,0,0,,,1,Chicot du Canada(1),6,1
P04541,45.4984,-73.561,Ville-Marie,4,Température plus chaude que la moyenne (à risque),4,0,0,0,0,0,,0,0,,0,0,,,2,Orme Morton (Accolade TM)(2),8,2
P04542,45.4984,-73.5608,Ville-Marie,4,Température plus chaude que la moyenne (à risque),4,0,0,0,0,0,,0,0,,0,0,,,2,Orme Morton (Accolade TM)(2),8,2
P04543,45.4984,-73.5592,Ville-Marie,3,Température plus proche de la moyenne,3,0,0,0,0,0,,0,0,,0,0,,,1,Frêne de Pennsylvanie(1),34,2
P04544,45.4984,-73.559,Ville-Marie,,,4,1,0,0,0,0,Dommages matériels (sous seuil),1,0,Transformation(1),0,0,,,1,Chicot du Canada(1),10,1
P04545,45.4984,-73.5588,Ville-Marie,,,2,0,0,0,0,0,,0,0,,0,0,,,1,Chicot du Canada(1),7,1
P04546,45.4984,-73.5584,Ville-Marie,3,Température plus proche de la moyenne,16,0,0,0,0,0,,16,505,Travaux intérieurs(10); Travaux d'agrandissement(4); Travaux extérieurs-intérieurs(1),0,0,,,0,,,0
P04547,45.4984,-73.5576,,4,Température plus chaude que la moyenne (à risque),11,11,1,0,0,1,Léger,0,0,,0,0,,,0,,,0
P04548,45.4984,-73.5574,Ville-Marie,5,Îlot de chaleur,1,0,0,0,0,0,,1,0,Transformation(1),0,0,,,0,,,0
P04549,45.4984,-73.5566,Ville-Marie,5,Îlot de chaleur,2,0,0,0,0,0,,2,0,Construction(1); Travaux intérieurs(1),0,0,,,0,,,0
P04550,45.4984,-73.5562,Ville-Marie,5,Îlot de chaleur,3,0,0,0,0,0,,3,83,Démolition(1); Travaux extérieurs-intérieurs(1); Construction(1),0,0,,,0,,,0
P04551,45.4984,-73.5552,,5,Îlot de chaleur,11,11,3,0,1,2,Grave,0,0,,0,0,,,0,,,0
P04552,45.4982,-73.585,Ville-Marie,4,Température plus chaude que la moyenne (à risque),4,0,0,0,0,0,,0,0,,0,0,,,2,Micocoulier occidental(1); Chêne à gros fruits(1),19,2
P04553,45.4982,-73.5846,Ville-Marie,3,Température plus proche de la moyenne,4,0,0,0,0,0,,4,0,Certificat d'autorisation(2); Transformation(1); Travaux d'agrandissement(1),0,0,,,0,,,0
P04554,45.4982,-73.5836,Ville-Marie,3,Température plus proche de la moyenne,2,0,0,0,0,0,,0,0,,0,0,,,0,,,2
P04555,45.4982,-73.5834,Ville-Marie,3,Température plus proche de la moyenne,3,1,0,0,0,0,Dommages matériels,2,0,Transformation(2),0,0,,,0,,,0
P04556,45.4982,-73.5832,Ville-Marie,3,Température plus proche de la moyenne,2,0,0,0,0,0,,0,0,,0,0,,,1,Chicot du Canada(1),9,1
P04557,45.4982,-73.583,Ville-Marie,3,Température plus proche de la moyenne,3,0,0,0,0,0,,1,0,Travaux extérieurs(1),0,0,,,1,Févier Imperial(1),25,1
P04558,45.4982,-73.5828,Ville-Marie,3,Température plus proche de la moyenne,9,0,0,0,0,0,,9,0,Travaux extérieurs(4); Transformation(2); Travaux d'agrandissement(1),0,0,,,0,,,0
P04559,45.4982,-73.5824,Ville-Marie,3,Température plus proche de la moyenne,4,0,0,0,0,0,,4,0,Travaux extérieurs-intérieurs(2); Transformation(1); Certificat d'autorisation(1),0,0,,,0,,,0
P04560,45.4982,-73.5822,Ville-Marie,3,Température plus proche de la moyenne,6,0,0,0,0,0,,6,0,Transformation(2); Travaux extérieurs-intérieurs(2); Travaux extérieurs(2),0,0,,,0,,,0
P04561,45.4982,-73.582,Ville-Marie,3,Température plus proche de la moyenne,1,0,0,0,0,0,,1,0,Certificat d'autorisation(1),0,0,,,0,,,0
P04562,45.4982,-73.5818,Ville-Marie,3,Température plus proche de la moyenne,2,0,0,0,0,0,,2,0,Transformation(1); Certificat d'autorisation(1),0,0,,,0,,,0
P04563,45.4982,-73.5816,Ville-Marie,3,Température plus proche de la moyenne,2,0,0,0,0,0,,2,0,Travaux extérieurs(1); Travaux extérieurs-intérieurs(1),0,0,,,0,,,0
P04564,45.4982,-73.5812,Ville-Marie,3,Température plus proche de la moyenne,2,0,0,0,0,0,,0,0,,0,0,,,1,Orme Morton (Accolade TM)(1),5,1
P04565,45.4982,-73.581,Ville-Marie,3,Température plus proche de la moyenne,2,0,0,0,0,0,,0,0,,2,2,Construction/rénovation sans excavation(2),2026-07-12,0,,,0
P04566,45.4982,-73.5808,Ville-Marie,3,Température plus proche de la moyenne,4,0,0,0,0,0,,0,0,,0,0,,,2,Érable de Norvège Emerald Queen(1); Orme Morton (Accolade TM)(1),20,2
P04567,45.4982,-73.5806,Ville-Marie,3,Température plus proche de la moyenne,2,0,0,0,0,0,,0,0,,0,0,,,1,Nom français(1),5,1
P04568,45.4982,-73.5802,Ville-Marie,3,Température plus proche de la moyenne,4,0,0,0,0,0,,0,0,,0,0,,,1,Orme Morton (Accolade TM)(1),5,3
P04569,45.4982,-73.58,Ville-Marie,4,Température plus chaude que la moyenne (à risque),7,0,0,0,0,0,,5,0,Transformation(5),0,0,,,1,Orme japonais du prospecteur(1),14,1
P04570,45.4982,-73.5798,Ville-Marie,4,Température plus chaude que la moyenne (à risque),9,0,0,0,0,0,,1,0,Transformation(1),0,0,,,4,Chêne anglais fastigié(4),5,4
